tag,step,value
Episode_Reward/track_linear_velocity,275,0.052565716207027435
Episode_Reward/track_linear_velocity,276,0.051736682653427124
Episode_Reward/track_linear_velocity,277,0.050730422139167786
Episode_Reward/track_linear_velocity,278,0.05579160153865814
Episode_Reward/track_linear_velocity,279,0.05412140488624573
Episode_Reward/track_linear_velocity,280,0.05800562724471092
Episode_Reward/track_linear_velocity,281,0.05610533058643341
Episode_Reward/track_linear_velocity,282,0.05586888641119003
Episode_Reward/track_linear_velocity,283,0.054979708045721054
Episode_Reward/track_linear_velocity,284,0.06066478416323662
Episode_Reward/track_linear_velocity,285,0.06480606645345688
Episode_Reward/track_linear_velocity,286,0.062130074948072433
Episode_Reward/track_linear_velocity,287,0.059124067425727844
Episode_Reward/track_linear_velocity,288,0.06014680117368698
Episode_Reward/track_linear_velocity,289,0.06390012055635452
Episode_Reward/track_linear_velocity,290,0.06215446814894676
Episode_Reward/track_linear_velocity,291,0.06090938299894333
Episode_Reward/track_linear_velocity,292,0.06417205929756165
Episode_Reward/track_linear_velocity,293,0.06308974325656891
Episode_Reward/track_linear_velocity,294,0.06910198926925659
Episode_Reward/track_linear_velocity,295,0.06085660681128502
Episode_Reward/track_linear_velocity,296,0.05988403409719467
Episode_Reward/track_linear_velocity,297,0.06535061448812485
Episode_Reward/track_linear_velocity,298,0.06779325753450394
Episode_Reward/track_linear_velocity,299,0.06755027920007706
Episode_Reward/track_linear_velocity,300,0.06217316910624504
Episode_Reward/track_linear_velocity,301,0.06521245837211609
Episode_Reward/track_linear_velocity,302,0.0653117448091507
Episode_Reward/track_linear_velocity,303,0.06793393939733505
Episode_Reward/track_linear_velocity,304,0.06995110213756561
Episode_Reward/track_linear_velocity,305,0.06806688010692596
Episode_Reward/track_linear_velocity,306,0.07116296887397766
Episode_Reward/track_linear_velocity,307,0.07078566402196884
Episode_Reward/track_linear_velocity,308,0.06242452189326286
Episode_Reward/track_linear_velocity,309,0.07070060074329376
Episode_Reward/track_linear_velocity,310,0.06855025142431259
Episode_Reward/track_linear_velocity,311,0.07144142687320709
Episode_Reward/track_linear_velocity,312,0.06986041367053986
Episode_Reward/track_linear_velocity,313,0.062483519315719604
Episode_Reward/track_linear_velocity,314,0.07209035754203796
Episode_Reward/track_linear_velocity,315,0.0651690661907196
Episode_Reward/track_linear_velocity,316,0.06720061600208282
Episode_Reward/track_linear_velocity,317,0.06938691437244415
Episode_Reward/track_linear_velocity,318,0.06307053565979004
Episode_Reward/track_linear_velocity,319,0.07241682708263397
Episode_Reward/track_linear_velocity,320,0.0610431432723999
Episode_Reward/track_linear_velocity,321,0.06895212084054947
Episode_Reward/track_linear_velocity,322,0.06837738305330276
Episode_Reward/track_linear_velocity,323,0.06651891767978668
Episode_Reward/track_linear_velocity,324,0.06673681735992432
Episode_Reward/track_linear_velocity,325,0.06591174006462097
Episode_Reward/track_linear_velocity,326,0.07502975314855576
Episode_Reward/track_linear_velocity,327,0.06765195727348328
Episode_Reward/track_linear_velocity,328,0.07214592397212982
Episode_Reward/track_linear_velocity,329,0.06762802600860596
Episode_Reward/track_linear_velocity,330,0.06842795014381409
Episode_Reward/track_linear_velocity,331,0.06625089049339294
Episode_Reward/track_linear_velocity,332,0.06939861178398132
Episode_Reward/track_linear_velocity,333,0.07649090886116028
Episode_Reward/track_linear_velocity,334,0.06293006986379623
Episode_Reward/track_linear_velocity,335,0.0712488442659378
Episode_Reward/track_linear_velocity,336,0.0822683572769165
Episode_Reward/track_linear_velocity,337,0.06938448548316956
Episode_Reward/track_linear_velocity,338,0.06823025643825531
Episode_Reward/track_linear_velocity,339,0.08236706256866455
Episode_Reward/track_linear_velocity,340,0.0772610530257225
Episode_Reward/track_linear_velocity,341,0.0699240118265152
Episode_Reward/track_linear_velocity,342,0.07134267687797546
Episode_Reward/track_linear_velocity,343,0.06852288544178009
Episode_Reward/track_linear_velocity,344,0.07029832899570465
Episode_Reward/track_linear_velocity,345,0.06477183848619461
Episode_Reward/track_linear_velocity,346,0.07044829428195953
Episode_Reward/track_linear_velocity,347,0.07302767038345337
Episode_Reward/track_linear_velocity,348,0.06698921322822571
Episode_Reward/track_linear_velocity,349,0.07376772165298462
Episode_Reward/track_linear_velocity,350,0.06839019060134888
Episode_Reward/track_linear_velocity,351,0.07605677098035812
Episode_Reward/track_linear_velocity,352,0.07332058250904083
Episode_Reward/track_linear_velocity,353,0.07332830876111984
Episode_Reward/track_linear_velocity,354,0.07781298458576202
Episode_Reward/track_linear_velocity,355,0.06602686643600464
Episode_Reward/track_linear_velocity,356,0.07587410509586334
Episode_Reward/track_linear_velocity,357,0.0740160197019577
Episode_Reward/track_linear_velocity,358,0.07918199151754379
Episode_Reward/track_linear_velocity,359,0.07380584627389908
Episode_Reward/track_linear_velocity,360,0.07461269199848175
Episode_Reward/track_linear_velocity,361,0.0744406208395958
Episode_Reward/track_linear_velocity,362,0.07241354882717133
Episode_Reward/track_linear_velocity,363,0.07560212910175323
Episode_Reward/track_linear_velocity,364,0.06903946399688721
Episode_Reward/track_linear_velocity,365,0.07540105283260345
Episode_Reward/track_linear_velocity,366,0.07486081123352051
Episode_Reward/track_linear_velocity,367,0.0687374472618103
Episode_Reward/track_linear_velocity,368,0.07788609713315964
Episode_Reward/track_linear_velocity,369,0.07207240164279938
Episode_Reward/track_linear_velocity,370,0.07974989712238312
Episode_Reward/track_linear_velocity,371,0.07303771376609802
Episode_Reward/track_linear_velocity,372,0.07239659875631332
Episode_Reward/track_linear_velocity,373,0.0769592672586441
Episode_Reward/track_linear_velocity,374,0.08305932581424713
Episode_Reward/track_linear_velocity,375,0.08453910052776337
Episode_Reward/track_linear_velocity,376,0.07938675582408905
Episode_Reward/track_linear_velocity,377,0.07959228754043579
Episode_Reward/track_linear_velocity,378,0.07514800131320953
Episode_Reward/track_linear_velocity,379,0.07375061511993408
Episode_Reward/track_linear_velocity,380,0.06825714558362961
Episode_Reward/track_linear_velocity,381,0.0761360451579094
Episode_Reward/track_linear_velocity,382,0.07491325587034225
Episode_Reward/track_linear_velocity,383,0.07602041959762573
Episode_Reward/track_linear_velocity,384,0.07174690067768097
Episode_Reward/track_linear_velocity,385,0.0799490362405777
Episode_Reward/track_linear_velocity,386,0.06879283487796783
Episode_Reward/track_linear_velocity,387,0.07930120080709457
Episode_Reward/track_linear_velocity,388,0.07982146739959717
Episode_Reward/track_linear_velocity,389,0.09179910272359848
Episode_Reward/track_linear_velocity,390,0.07117617130279541
Episode_Reward/track_linear_velocity,391,0.07819433510303497
Episode_Reward/track_linear_velocity,392,0.07546249032020569
Episode_Reward/track_linear_velocity,393,0.08321620523929596
Episode_Reward/track_linear_velocity,394,0.07811181992292404
Episode_Reward/track_linear_velocity,395,0.0810261070728302
Episode_Reward/track_linear_velocity,396,0.07055436074733734
Episode_Reward/track_linear_velocity,397,0.07928955554962158
Episode_Reward/track_linear_velocity,398,0.08239656686782837
Episode_Reward/track_linear_velocity,399,0.07499240338802338
Episode_Reward/track_linear_velocity,400,0.09079524129629135
Episode_Reward/track_linear_velocity,401,0.07709281891584396
Episode_Reward/track_linear_velocity,402,0.08310796320438385
Episode_Reward/track_linear_velocity,403,0.07747696340084076
Episode_Reward/track_linear_velocity,404,0.08588950335979462
Episode_Reward/track_linear_velocity,405,0.08356430381536484
Episode_Reward/track_linear_velocity,406,0.0787753313779831
Episode_Reward/track_linear_velocity,407,0.08050242811441422
Episode_Reward/track_linear_velocity,408,0.08376926183700562
Episode_Reward/track_linear_velocity,409,0.08085601776838303
Episode_Reward/track_linear_velocity,410,0.08143766224384308
Episode_Reward/track_linear_velocity,411,0.0756804496049881
Episode_Reward/track_linear_velocity,412,0.08054840564727783
Episode_Reward/track_linear_velocity,413,0.08208111673593521
Episode_Reward/track_linear_velocity,414,0.09329452365636826
Episode_Reward/track_linear_velocity,415,0.08065978437662125
Episode_Reward/track_linear_velocity,416,0.07799243927001953
Episode_Reward/track_linear_velocity,417,0.08190644532442093
Episode_Reward/track_linear_velocity,418,0.07605408877134323
Episode_Reward/track_linear_velocity,419,0.0739327073097229
Episode_Reward/track_linear_velocity,420,0.07674077153205872
Episode_Reward/track_linear_velocity,421,0.08008315414190292
Episode_Reward/track_linear_velocity,422,0.08116114139556885
